Obs#,Time,Date,configName,configAuthor,remark,Pot,Row,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,,,,,,,,,,,,,,,,,
11,14:01:49,8/30/2023,Zach TIP2023,Zach Peagler,,3,2,0.443111,2.9202,0.384732,3.160249,2.890434,2.806602,3.659233,0.7688,28.973101,29.838509,37.774971,0.441786,PSF-01133_20230830140149,0,0,0,115.198013,462.762604,0.751065,0.5,0.8,51.0084,79.06,76.76,27.36,27.38,96.87,156.5,155.6,0.6,170,3.992,31,22,138,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140149,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
12,14:01:56,8/30/2023,Zach TIP2023,Zach Peagler,,4,2,0.308237,2.917,0.278778,2.227064,2.862441,2.8032,3.610401,0.74796,28.939472,29.551058,37.272793,0.441786,PSF-01133_20230830140156,0,0,0,109.457733,480.76236,0.772325,0.5,0.8,44.734512,78.22,76.6,27.38,27.15,96.86,156.1,154.4,1.1,145,3.992,20,36,165,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140156,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
13,14:02:05,8/30/2023,Zach TIP2023,Zach Peagler,,5,2,0.272264,2.921187,0.249051,1.624718,2.845613,2.802531,3.456955,0.611342,28.932856,29.377636,35.68903,0.441786,PSF-01133_20230830140205,0,0,0,88.242889,461.026306,0.808595,0.5,0.8,50.860863,77.69,76.52,27.39,26.41,96.86,156.6,149.4,4.6,157,3.994,12,15,151,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140205,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
14,14:02:16,8/30/2023,Zach TIP2023,Zach Peagler,,6,2,0.464914,2.932079,0.401286,2.315855,2.883022,2.822169,3.423809,0.540787,29.136658,29.764912,35.348114,0.441786,PSF-01133_20230830140216,0,0,0,109.896179,453.909149,0.75789,0.5,0.8,53.808472,78.61,76.95,27.42,26.25,96.86,158,153.6,2.8,177,3.993,25,44,140,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140216,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
15,14:02:23,8/30/2023,Zach TIP2023,Zach Peagler,,7,2,0.375934,2.916722,0.333012,2.137151,2.878624,2.821776,3.479821,0.601197,29.133125,29.720045,35.927036,0.441786,PSF-01133_20230830140223,0,0,0,100.068573,419.625519,0.761529,0.5,0.8,55.296593,78.43,76.88,27.43,26.52,96.86,156.1,150.7,3.5,182,3.993,22,24,135,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140223,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
16,14:02:35,8/30/2023,Zach TIP2023,Zach Peagler,,8,2,0.29565,2.87441,0.268077,1.60414,2.871015,2.826935,3.431715,0.5607,29.187889,29.643015,35.432201,0.441786,PSF-01133_20230830140235,0,0,0,104.030373,448.009369,0.767794,0.5,0.8,52.600605,78.12,76.92,27.45,26.29,96.85,151.1,76.1,49.7,171,3.992,30,19,129,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140235,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
17,14:02:50,8/30/2023,Zach TIP2023,Zach Peagler,,1,3,0.19226,2.890742,0.180271,1.261414,2.858395,2.824153,3.513824,0.65543,29.158718,29.512257,36.279415,0.441786,PSF-01133_20230830140250,0,0,0,123.603699,499.690887,0.75264,0.5,0.8,43.113495,77.64,76.71,27.48,26.69,96.85,153,150.5,1.6,143,3.991,24,10,299,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140250,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
18,14:03:01,8/30/2023,Zach TIP2023,Zach Peagler,,2,3,0.13057,2.872682,0.124893,0.912552,2.865007,2.839898,3.549198,0.684191,29.323631,29.582891,36.647572,0.441786,PSF-01133_20230830140301,0,0,0,120.926498,495.060333,0.755734,0.5,0.8,26.425694,77.72,77.04,27.5,26.86,96.85,150.9,143.8,4.7,87,3.99,37,3,277,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140301,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
19,14:03:10,8/30/2023,Zach TIP2023,Zach Peagler,,3,3,0.157581,2.875677,0.149395,0.973376,2.864583,2.837859,3.474982,0.610399,29.30023,29.576151,35.878376,0.441786,PSF-01133_20230830140310,0,0,0,121.753693,520.167603,0.765934,0.5,0.8,24.340101,77.63,76.91,27.52,26.5,96.85,151.2,113.3,25.1,79,3.967,14,12,270,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140310,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
20,14:03:22,8/30/2023,Zach TIP2023,Zach Peagler,,4,3,0.185001,2.836965,0.173675,1.080403,2.875186,2.84467,3.457935,0.58275,29.373812,29.688913,35.706333,0.441786,PSF-01133_20230830140322,0,0,0,109.48098,454.282532,0.759002,0.5,0.8,30.465504,77.8,76.98,27.55,26.41,96.84,147,144.1,2,100,3.989,41,32,248,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140322,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
21,14:03:38,8/30/2023,Zach TIP2023,Zach Peagler,,5,3,0.207765,2.910893,0.193924,1.085715,2.893595,2.864592,3.418134,0.524538,29.578911,29.878395,35.294617,0.441786,PSF-01133_20230830140338,0,0,0,100.302818,457.760803,0.780884,0.5,0.8,44.406288,78.15,77.37,27.58,26.22,96.85,155.4,155.5,-0.1,142,3.989,18,54,324,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140338,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
22,14:03:44,8/30/2023,Zach TIP2023,Zach Peagler,,6,3,0.158309,2.866768,0.150024,1.024818,2.884763,2.856446,3.52445,0.639687,29.493813,29.786196,36.39119,0.441786,PSF-01133_20230830140344,0,0,0,114.954826,489.913696,0.765357,0.5,0.8,45.223915,77.85,77.09,27.59,26.74,96.85,150.2,132.2,12,148,3.988,41,0,271,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140344,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
23,14:03:57,8/30/2023,Zach TIP2023,Zach Peagler,,7,3,0.225713,2.843451,0.209114,1.06855,2.89175,2.861714,3.370652,0.478902,29.547443,29.857567,34.802265,0.441786,PSF-01133_20230830140357,0,0,0,112.710716,485.923279,0.768048,0.5,0.8,53.116222,77.92,77.11,27.62,25.98,96.85,147.7,144.3,2.3,173,3.988,31,0,232,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140357,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
24,14:04:12,8/30/2023,Zach TIP2023,Zach Peagler,,8,3,0.10101,2.818983,0.097516,0.797073,2.883291,2.860483,3.64828,0.764989,29.533205,29.768686,37.666862,0.441786,PSF-01133_20230830140412,0,0,0,112.177849,447.982178,0.749593,0.5,0.8,58.557049,77.55,76.94,27.65,27.33,96.86,145.1,140.1,3.5,195,3.987,8,4,254,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140412,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
25,14:04:27,8/30/2023,Zach TIP2023,Zach Peagler,,1,4,0.087643,2.822921,0.085004,0.628217,2.895612,2.877689,3.587473,0.691861,29.710695,29.895742,37.03886,0.441786,PSF-01133_20230830140427,0,0,0,114.065765,462.99649,0.753636,0.5,0.8,53.305534,77.73,77.25,27.68,27.04,96.86,145.5,142.8,1.8,177,3.987,32,2,159,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140427,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
26,14:04:41,8/30/2023,Zach TIP2023,Zach Peagler,,2,4,0.271879,2.86526,0.248317,1.607215,2.954984,2.910554,3.560796,0.605813,30.050091,30.508806,36.763535,0.441786,PSF-01133_20230830140441,0,0,0,104.040382,445.142639,0.766276,0.5,0.8,56.111847,79.16,77.97,27.72,26.91,96.86,150.1,144.7,3.5,183,3.986,6,5,150,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140441,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
27,14:04:52,8/30/2023,Zach TIP2023,Zach Peagler,,3,4,0.139885,2.813807,0.13326,0.717054,2.920703,2.900118,3.424792,0.504089,29.942955,30.155497,35.360081,0.441786,PSF-01133_20230830140452,0,0,0,107.879517,462.525482,0.76676,0.5,0.8,46.66177,78.11,77.56,27.75,26.25,96.85,144.6,141.8,1.9,152,3.985,29,12,117,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140452,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
29,14:05:08,8/30/2023,Zach TIP2023,Zach Peagler,,4,4,0.015246,2.763483,0.015162,0.111806,2.891186,2.88786,3.581517,0.690331,29.817247,29.851589,36.979279,0.441786,PSF-01133_20230830140508,0,0,0,100.108627,453.507172,0.779257,0.5,0.8,32.450912,77.15,77.06,27.79,27.01,96.85,139.5,136.8,2,104,3.985,24,7,133,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140508,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
30,14:05:19,8/30/2023,Zach TIP2023,Zach Peagler,,5,4,0.129628,2.774171,0.123841,0.754763,2.920903,2.898623,3.491617,0.570714,29.929304,30.159349,36.052174,0.441786,PSF-01133_20230830140519,0,0,0,102.195023,460.274567,0.777969,0.5,0.8,42.557537,77.81,77.21,27.81,26.58,96.85,140.6,106.6,24.2,137,3.959,35,15,149,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140519,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
31,14:05:27,8/30/2023,Zach TIP2023,Zach Peagler,,6,4,0.164279,2.774575,0.155096,0.982173,2.927198,2.898214,3.520116,0.592918,29.92408,30.223331,36.345215,0.441786,PSF-01133_20230830140527,0,0,0,107.723953,430.226685,0.749611,0.5,0.8,55.888634,77.9,77.12,27.83,26.72,96.85,140.6,138.5,1.5,186,3.959,12,9,151,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140527,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
32,14:05:36,8/30/2023,Zach TIP2023,Zach Peagler,,7,4,0.054321,2.800665,0.053287,0.370681,2.919782,2.909041,3.57094,0.651158,30.035633,30.146538,36.869698,0.441786,PSF-01133_20230830140536,0,0,0,121.886734,441.369659,0.723844,0.5,0.8,66.454636,77.6,77.31,27.85,26.96,96.85,143.2,142.1,0.8,230,3.984,15,14,139,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140536,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
33,14:05:53,8/30/2023,Zach TIP2023,Zach Peagler,,8,4,0.079496,2.839043,0.077331,0.507311,2.903448,2.889144,3.517771,0.614323,29.829885,29.977577,36.320354,0.441786,PSF-01133_20230830140553,0,0,0,102.120995,419.134857,0.756353,0.5,0.8,65.688469,76.97,76.59,27.9,26.71,96.85,147.2,143.9,2.2,217,3.983,13,17,125,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230830140553,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
1,12:58:07,9/1/2023,Zach TIP2023,Zach Peagler,,1,1,0.224413,2.920033,0.208397,2.481964,2.432867,2.365664,3.568414,1.135547,24.054445,24.737774,36.284191,0.441786,PSF-01133_20230901125807,0,0,0,148.962738,401.914368,0.629367,0.5,0.8,102.813614,72.57,70.56,25.89,26.95,98.35,156.5,153.2,2.1,408,3.988,26,14,284,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125807,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
2,12:58:13,9/1/2023,Zach TIP2023,Zach Peagler,,2,1,0.371644,2.918447,0.329664,3.374873,2.464078,2.372609,3.440704,0.976627,24.123892,25.053917,34.983929,0.441786,PSF-01133_20230901125813,0,0,0,115.377548,417.289856,0.723507,0.5,0.8,85.502068,73.39,70.67,25.92,26.33,98.35,156.3,116.3,25.6,295,3.981,-3,0,286,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125813,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
3,12:58:21,9/1/2023,Zach TIP2023,Zach Peagler,,3,1,0.164942,2.917275,0.156115,1.660187,2.436399,2.391346,3.451035,1.014636,24.31348,24.771538,35.087627,0.441786,PSF-01133_20230901125821,0,0,0,131.587738,468.545441,0.719157,0.5,0.8,113.430458,72.44,71.1,25.95,26.38,98.35,156.2,152.6,2.3,394,3.981,17,27,295,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125821,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
4,12:58:29,9/1/2023,Zach TIP2023,Zach Peagler,,4,1,0.145907,2.920793,0.138965,1.594254,2.470722,2.427599,3.564348,1.093626,24.684649,25.123138,36.243496,0.441786,PSF-01133_20230901125829,0,0,0,138.741013,443.206787,0.686961,0.5,0.8,94.413109,73.34,72.06,25.97,26.93,98.34,156.6,153.5,2,344,3.985,23,20,298,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125829,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
5,12:58:38,9/1/2023,Zach TIP2023,Zach Peagler,,5,1,0.142589,2.920025,0.13595,1.352968,2.468519,2.431901,3.41793,0.94941,24.728823,25.101183,34.75528,0.441786,PSF-01133_20230901125838,0,0,0,9.801149,432.345978,0.97733,0.5,0.8,127.889893,73.14,72.05,26.01,26.22,98.34,156.5,126.2,19.4,327,3.984,24,18,260,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125838,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
6,12:58:44,9/1/2023,Zach TIP2023,Zach Peagler,,6,1,0.189054,2.921537,0.177564,2.005806,2.483495,2.42928,3.560271,1.076776,24.702047,25.253334,36.202492,0.441786,PSF-01133_20230901125844,0,0,0,122.598053,419.868347,0.708008,0.5,0.8,122.786621,73.48,71.88,26.03,26.91,98.34,156.7,152.6,2.6,434,3.957,18,13,300,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125844,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
7,12:58:53,9/1/2023,Zach TIP2023,Zach Peagler,,7,1,0.141254,2.921114,0.134739,1.505386,2.485973,2.44527,3.55105,1.065077,24.863567,25.277443,36.107174,0.441786,PSF-01133_20230901125853,0,0,0,120.851395,428.488617,0.717959,0.5,0.8,126.739395,73.42,72.22,26.06,26.87,98.35,156.6,154.5,1.4,441,3.983,31,24,286,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125853,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
8,12:59:02,9/1/2023,Zach TIP2023,Zach Peagler,,8,1,0.063684,2.921543,0.062326,0.695622,2.480712,2.461908,3.544767,1.064055,25.032368,25.22356,36.042732,0.441786,PSF-01133_20230901125902,0,0,0,151.198273,459.656952,0.671063,0.5,0.8,113.732643,73.11,72.56,26.09,26.84,98.35,156.7,153.6,2,424,3.982,31,15,273,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125902,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
9,12:59:12,9/1/2023,Zach TIP2023,Zach Peagler,,1,2,-0.072685,2.919424,-0.074541,-0.943837,2.425204,2.450776,3.632199,1.206995,24.918159,24.658159,36.930233,0.441786,PSF-01133_20230901125912,0,0,0,118.028999,440.104736,0.731816,0.5,0.8,72.139854,71.32,72.07,26.13,27.25,98.35,156.4,156.7,-0.2,246,3.981,25,-2,181,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125912,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
10,12:59:21,9/1/2023,Zach TIP2023,Zach Peagler,,2,2,0.043497,2.922334,0.042859,0.373834,2.45707,2.446969,3.289826,0.832756,24.880844,24.983553,33.451035,0.441786,PSF-01133_20230901125921,0,0,0,116.987587,449.629425,0.739813,0.5,0.8,70.488602,72.14,71.84,26.16,25.57,98.35,156.8,148.1,5.5,238,3.981,26,-11,131,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125921,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
11,12:59:27,9/1/2023,Zach TIP2023,Zach Peagler,,3,2,-0.149735,2.918987,-0.157832,-1.287193,2.41642,2.451308,3.195614,0.779194,24.924776,24.570034,32.492836,0.441786,PSF-01133_20230901125927,0,0,0,22.30382,552.022217,0.959596,0.5,0.8,63.469799,70.85,71.87,26.18,25.08,98.35,156.4,150.3,3.9,165,3.982,16,5,102,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125927,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
12,12:59:36,9/1/2023,Zach TIP2023,Zach Peagler,,4,2,-0.000869,2.922385,-0.000869,-0.007581,2.46662,2.466825,3.299336,0.832716,25.08485,25.082767,33.550556,0.441786,PSF-01133_20230901125936,0,0,0,115.951897,456.700806,0.74611,0.5,0.8,44.897453,72.21,72.22,26.21,25.62,98.34,156.8,153.8,1.9,150,3.981,5,3,144,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125936,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
13,12:59:40,9/1/2023,Zach TIP2023,Zach Peagler,,5,2,-0.0525,2.915185,-0.053462,-0.448326,2.445062,2.457245,3.245855,0.800792,24.987432,24.863544,33.00671,0.441786,PSF-01133_20230901125940,0,0,0,116.969704,484.166626,0.75841,0.5,0.8,74.246872,71.53,71.89,26.22,25.35,98.34,155.9,151.7,2.7,245,3.981,24,26,138,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125940,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
14,12:59:47,9/1/2023,Zach TIP2023,Zach Peagler,,6,2,-0.115041,2.92118,-0.119757,-1.100835,2.4274,2.457181,3.305049,0.877649,24.98563,24.682808,33.607105,0.441786,PSF-01133_20230901125947,0,0,0,123.575806,452.404633,0.726847,0.5,0.8,78.155594,70.93,71.8,26.24,25.65,98.34,156.6,154.4,1.5,269,3.982,8,13,114,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125947,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
15,12:59:52,9/1/2023,Zach TIP2023,Zach Peagler,,7,2,-0.001382,2.921509,-0.001382,-0.012826,2.462542,2.462889,3.348147,0.885604,25.044313,25.040787,34.046211,0.441786,PSF-01133_20230901125952,0,0,0,116.109253,440.414795,0.736364,0.5,0.8,87.732498,71.89,71.9,26.25,25.87,98.34,156.7,154.7,1.3,298,3.982,19,19,126,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901125952,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
16,13:00:00,9/1/2023,Zach TIP2023,Zach Peagler,,8,2,-0.021008,2.92143,-0.021161,-0.19936,2.461587,2.466976,3.360602,0.899016,25.087536,25.032724,34.175129,0.441786,PSF-01133_20230901130000,0,0,0,114.843964,447.989349,0.743646,0.5,0.8,84.823547,71.76,71.92,26.28,25.93,98.33,156.7,151.5,3.3,285,3.982,25,31,144,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130000,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
17,13:00:14,9/1/2023,Zach TIP2023,Zach Peagler,,1,3,-0.005502,2.910481,-0.005512,-0.051599,2.499516,2.500923,3.392508,0.892991,25.429773,25.41547,34.495544,0.441786,PSF-01133_20230901130014,0,0,0,216.636307,560.527344,0.613513,0.5,0.8,61.616383,72.67,72.71,26.32,26.09,98.35,155.3,106.6,31.3,251,3.968,3,24,266,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130014,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
18,13:00:23,9/1/2023,Zach TIP2023,Zach Peagler,,2,3,0.014449,2.902218,0.014377,0.13475,2.521492,2.517796,3.415377,0.893885,25.602055,25.639639,34.729053,0.441786,PSF-01133_20230901130023,0,0,0,130.54097,470.288513,0.722424,0.5,0.8,60.385315,73.17,73.07,26.36,26.2,98.34,154.3,151.2,2.1,209,3.98,31,12,309,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130023,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
19,13:00:30,9/1/2023,Zach TIP2023,Zach Peagler,,3,3,-0.08228,2.920898,-0.084665,-0.939849,2.503376,2.528787,3.561441,1.058065,25.712975,25.454584,36.213104,0.441786,PSF-01133_20230901130030,0,0,0,69.901947,452.970032,0.845681,0.5,0.8,105.424744,72.54,73.28,26.38,26.92,98.35,156.6,146.9,6.2,312,3.98,2,2,270,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130030,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
20,13:00:38,9/1/2023,Zach TIP2023,Zach Peagler,,4,3,-0.159372,2.907494,-0.168615,-1.951503,2.453563,2.506911,3.556971,1.103408,25.491636,24.949163,36.16922,0.441786,PSF-01133_20230901130038,0,0,0,133.673431,459.430206,0.709045,0.5,0.8,84.331886,70.99,72.53,26.41,26.89,98.34,155,-20.9,113.5,297,3.979,19,31,268,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130038,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
21,13:00:47,9/1/2023,Zach TIP2023,Zach Peagler,,5,3,0.07275,2.906847,0.070974,0.651305,2.537496,2.519698,3.412639,0.875143,25.62199,25.802971,34.702011,0.441786,PSF-01133_20230901130047,0,0,0,121.487617,408.203247,0.702385,0.5,0.8,92.420021,73.27,72.76,26.44,26.19,98.34,154.9,153.4,0.9,329,3.979,-1,9,298,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130047,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
22,13:00:54,9/1/2023,Zach TIP2023,Zach Peagler,,6,3,-0.105184,2.920743,-0.109114,-1.425364,2.500554,2.539097,3.744433,1.243879,25.818726,25.426796,38.075142,0.441786,PSF-01133_20230901130054,0,0,0,124.10009,376.921906,0.670754,0.5,0.8,97.023987,72.09,73.2,26.47,27.77,98.34,156.6,149.3,4.6,362,3.952,31,20,290,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130054,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
23,13:01:06,9/1/2023,Zach TIP2023,Zach Peagler,,7,3,0.128123,2.919436,0.122737,1.064375,2.559147,2.530352,3.386217,0.82707,25.729342,26.022135,34.432018,0.441786,PSF-01133_20230901130106,0,0,0,124.757767,453.563324,0.724939,0.5,0.8,90.971672,73.58,72.75,26.51,26.06,98.35,156.4,73.1,53.3,314,3.978,27,25,260,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130106,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
24,13:01:15,9/1/2023,Zach TIP2023,Zach Peagler,,8,3,-0.179765,2.921052,-0.191554,-2.425472,2.44273,2.508348,3.649516,1.206787,25.503458,24.836288,37.106213,0.441786,PSF-01133_20230901130115,0,0,0,128.137711,379.142059,0.662032,0.5,0.8,91.031914,70.09,71.97,26.55,27.33,98.35,156.6,119.3,23.8,344,3.977,21,-20,243,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130115,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
25,13:01:31,9/1/2023,Zach TIP2023,Zach Peagler,,1,4,0.010365,2.921627,0.010328,0.099492,2.500896,2.498207,3.419817,0.918921,25.400932,25.42827,34.771553,0.441786,PSF-01133_20230901130131,0,0,0,110.069992,440.064667,0.749878,0.5,0.8,66.889488,71.52,71.44,26.6,26.23,98.35,156.7,152.5,2.7,223,3.98,29,7,163,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130131,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
